Model,R2,MAE,MSE
QNN_Bottleneck,0.9985323052427232,0.005751936772992735,7.147409331861304e-05
QNN_QuantumTail,0.9951712134514665,0.011171843246378696,0.00023515321470924934
QNN_FixedMap,0.9967110325884567,0.008582980257104102,0.0001601667938984033
QNN_FixedMap_QuantumTail,0.9944608864155299,0.011667224347656999,0.00026974486300774685
